month,year,gross_turnover_inr,tax_paid_inr,filing_status,filing_delay_days,itc_claimed_inr,business_id
12,2024,2240236.89,403242.64,Filed,0,92601.14,MSME_058907367
01,2025,2612790.48,470302.29,Filed,27,104920.42,MSME_058907367
02,2025,1930850.1,347553.02,Late,31,135361.59,MSME_058907367
03,2025,2497543.42,449557.81,Filed,0,99748.08,MSME_058907367
04,2025,2045283.33,368151.0,Filed,0,98844.78,MSME_058907367
05,2025,2024827.74,364468.99,Late,39,109547.55,MSME_058907367
06,2025,2609314.91,469676.68,Filed,0,140899.49,MSME_058907367
07,2025,1833056.37,329950.15,Filed,0,94301.49,MSME_058907367
08,2025,2775242.59,499543.67,Filed,0,168594.85,MSME_058907367
09,2025,2154926.07,387886.69,Filed,0,133623.87,MSME_058907367
10,2025,2601064.08,468191.53,Filed,0,127870.55,MSME_058907367
11,2025,2833597.56,510047.56,Filed,0,108006.13,MSME_058907367
12,2025,2564488.18,461607.87,Filed,0,119944.44,MSME_058907367
01,2026,2890344.45,520262.0,Filed,0,75771.36,MSME_058907367
02,2026,2774183.1,499352.96,Filed,0,133023.53,MSME_058907367
03,2026,2152296.1,387413.3,Filed,0,138247.85,MSME_058907367
04,2026,2641909.5,475543.71,Filed,0,188301.76,MSME_058907367
05,2026,2360807.81,424945.41,Filed,0,103656.03,MSME_058907367
06,2026,2886602.46,519588.44,Filed,0,52315.71,MSME_058907367
07,2024,850398.14,153071.66,Late,42,48827.65,MSME_121804727
08,2024,821456.77,147862.22,Filed,0,18564.11,MSME_121804727
09,2024,784885.87,141279.46,Filed,0,40733.71,MSME_121804727
10,2024,892010.99,160561.98,Filed,20,55583.16,MSME_121804727
11,2024,824355.43,148383.98,Filed,0,24236.19,MSME_121804727
12,2024,928494.52,167129.01,Filed,0,41368.42,MSME_121804727
01,2025,810789.42,145942.1,Filed,0,55972.35,MSME_121804727
02,2025,886518.61,159573.35,Filed,0,31743.88,MSME_121804727
03,2025,869700.86,156546.16,Filed,0,51285.11,MSME_121804727
04,2025,939935.23,169188.34,Filed,0,49459.05,MSME_121804727
05,2025,905973.38,163075.21,Filed,18,17080.22,MSME_121804727
06,2025,960751.49,172935.27,Filed,0,38068.6,MSME_121804727
07,2025,952716.64,171489.0,Filed,0,30289.12,MSME_121804727
08,2025,1005439.15,180979.05,Filed,0,41582.9,MSME_121804727
09,2025,886129.32,159503.28,Filed,0,60473.36,MSME_121804727
10,2025,935748.93,168434.81,Filed,0,28774.54,MSME_121804727
11,2025,962111.73,173180.11,Filed,0,59146.03,MSME_121804727
12,2025,979952.25,176391.4,Filed,0,27958.1,MSME_121804727
01,2026,987667.58,177780.17,Filed,0,40981.67,MSME_121804727
02,2026,936789.39,168622.09,Filed,0,56620.19,MSME_121804727
03,2026,931784.87,167721.28,Filed,0,48881.86,MSME_121804727
04,2026,1017653.8,183177.68,Filed,0,29430.69,MSME_121804727
05,2026,974892.24,175480.6,Filed,0,69088.68,MSME_121804727
06,2026,1052931.58,189527.69,Filed,0,68201.74,MSME_121804727
07,2024,2300844.66,414152.04,Late,32,112820.3,MSME_902850609
08,2024,2590425.48,466276.59,Filed,0,113831.84,MSME_902850609
09,2024,2317163.53,417089.44,Filed,0,57760.01,MSME_902850609
10,2024,2290225.6,412240.61,Filed,0,119132.99,MSME_902850609
11,2024,2301541.81,414277.53,Filed,4,81679.61,MSME_902850609
12,2024,2466696.5,444005.37,Late,41,128175.89,MSME_902850609
01,2025,2416102.68,434898.48,Filed,0,78024.67,MSME_902850609
02,2025,2577213.24,463898.38,Filed,21,100012.97,MSME_902850609
03,2025,2260427.14,406876.89,Filed,0,81395.99,MSME_902850609
04,2025,2203337.69,396600.78,Late,34,87517.69,MSME_902850609
05,2025,2078169.44,374070.5,Filed,24,85662.78,MSME_902850609
06,2025,1965131.03,353723.59,Filed,20,96073.8,MSME_902850609
07,2025,1992584.43,358665.2,Filed,1,129163.28,MSME_902850609
08,2025,1896225.64,341320.62,Late,35,107955.91,MSME_902850609
09,2025,2068130.57,372263.5,Filed,4,140564.43,MSME_902850609
10,2025,2020815.02,363746.7,Filed,0,94901.56,MSME_902850609
11,2025,1598183.91,287673.1,Filed,0,103287.2,MSME_902850609
12,2025,1880204.27,338436.77,Filed,9,74215.8,MSME_902850609
01,2026,2404625.29,432832.55,Filed,24,87880.64,MSME_902850609
02,2026,1950668.98,351120.42,Filed,11,43167.15,MSME_902850609
03,2026,2108801.38,379584.25,Filed,1,114939.16,MSME_902850609
04,2026,1946309.67,350335.74,Filed,0,134757.89,MSME_902850609
05,2026,2012972.99,362335.14,Late,39,52777.53,MSME_902850609
06,2026,2102028.48,378365.13,Filed,6,122154.47,MSME_902850609
07,2024,2543669.41,457860.49,Filed,5,64968.78,MSME_114691153
08,2024,2639746.25,475154.33,Filed,1,50613.1,MSME_114691153
09,2024,2558544.09,460537.94,Late,36,85200.24,MSME_114691153
10,2024,2395981.16,431276.61,Filed,22,146936.16,MSME_114691153
11,2024,2459705.68,442747.02,Filed,0,63944.89,MSME_114691153
12,2024,2399724.89,431950.48,Filed,22,126813.56,MSME_114691153
01,2025,2813198.35,506375.7,Filed,28,113475.05,MSME_114691153
02,2025,2229812.73,401366.29,Filed,3,157570.02,MSME_114691153
03,2025,2447111.67,440480.1,Filed,0,144350.3,MSME_114691153
04,2025,2163222.79,389380.1,Late,30,103023.07,MSME_114691153
05,2025,2302880.08,414518.41,Filed,0,109245.82,MSME_114691153
06,2025,2534204.15,456156.75,Filed,6,63470.73,MSME_114691153
07,2025,2507015.26,451262.75,Late,42,95031.89,MSME_114691153
08,2025,1925640.27,346615.25,Filed,25,118902.41,MSME_114691153
09,2025,1862688.29,335283.89,Filed,15,76686.15,MSME_114691153
10,2025,2273764.38,409277.59,Late,33,80258.41,MSME_114691153
11,2025,2288418.57,411915.34,Filed,10,62415.63,MSME_114691153
12,2025,1817296.62,327113.39,Filed,0,109374.22,MSME_114691153
01,2026,1954401.6,351792.29,Filed,5,107105.94,MSME_114691153
02,2026,1887372.3,339727.01,Filed,0,105088.14,MSME_114691153
03,2026,2499317.89,449877.22,Filed,2,147718.94,MSME_114691153
04,2026,1936725.28,348610.55,Filed,6,50674.14,MSME_114691153
05,2026,2486548.62,447578.75,Filed,12,98775.04,MSME_114691153
06,2026,2085840.29,375451.25,Filed,29,128493.95,MSME_114691153
07,2024,2787936.88,501828.64,Filed,0,106556.21,MSME_992927801
08,2024,2551917.99,459345.24,Filed,0,86928.22,MSME_992927801
09,2024,2691826.52,484528.77,Filed,0,160584.69,MSME_992927801
10,2024,2360875.15,424957.53,Filed,0,104765.79,MSME_992927801
11,2024,2582942.1,464929.58,Filed,0,116315.7,MSME_992927801
12,2024,2671217.03,480819.07,Filed,0,188701.18,MSME_992927801
01,2025,2735570.48,492402.69,Filed,0,93745.23,MSME_992927801
02,2025,2881926.08,518746.69,Filed,0,135595.69,MSME_992927801
03,2025,2835812.46,510446.24,Filed,0,75763.08,MSME_992927801
04,2025,2699708.01,485947.44,Filed,0,107160.8,MSME_992927801
05,2025,2661216.01,479018.88,Filed,0,74913.19,MSME_992927801
06,2025,2971725.13,534910.52,Filed,0,178485.71,MSME_992927801
07,2025,2800912.84,504164.31,Filed,0,54709.65,MSME_992927801
08,2025,2947531.97,530555.75,Filed,0,113596.07,MSME_992927801
09,2025,2770730.47,498731.48,Filed,0,74304.51,MSME_992927801
10,2025,2762366.46,497225.96,Filed,0,168568.99,MSME_992927801
11,2025,3011741.61,542113.49,Filed,0,131922.32,MSME_992927801
12,2025,2941695.94,529505.27,Filed,6,92321.34,MSME_992927801
01,2026,3103117.48,558561.15,Filed,0,115978.44,MSME_992927801
02,2026,3163440.08,569419.22,Filed,0,70545.22,MSME_992927801
03,2026,3299325.77,593878.64,Filed,22,124442.55,MSME_992927801
04,2026,3307594.1,595366.94,Filed,0,127010.82,MSME_992927801
05,2026,3450130.6,621023.51,Filed,0,236829.68,MSME_992927801
06,2026,3125480.69,562586.52,Filed,0,172698.12,MSME_992927801
07,2024,3829960.47,689392.88,Filed,0,105801.75,MSME_041872725
08,2024,4063555.78,731440.04,Filed,0,94203.73,MSME_041872725
09,2024,3682674.98,662881.5,Filed,0,71789.89,MSME_041872725
10,2024,3822614.02,688070.52,Filed,0,97158.37,MSME_041872725
11,2024,3825429.7,688577.35,Filed,0,84084.7,MSME_041872725
12,2024,3966581.03,713984.59,Filed,0,208350.93,MSME_041872725
01,2025,3901786.72,702321.61,Filed,0,253362.9,MSME_041872725
02,2025,3922754.55,706095.82,Filed,0,130474.78,MSME_041872725
03,2025,3813011.95,686342.15,Filed,0,265235.5,MSME_041872725
04,2025,4061112.59,731000.27,Filed,0,238992.5,MSME_041872725
05,2025,4107975.73,739435.63,Filed,0,137250.43,MSME_041872725
06,2025,3916813.89,705026.5,Filed,0,213214.1,MSME_041872725
07,2025,4117195.88,741095.26,Filed,0,144857.26,MSME_041872725
08,2025,3859741.02,694753.38,Filed,0,213916.16,MSME_041872725
09,2025,3961730.87,713111.56,Filed,0,253485.06,MSME_041872725
10,2025,3930347.77,707462.6,Filed,0,128529.2,MSME_041872725
11,2025,3920256.24,705646.12,Filed,0,262777.57,MSME_041872725
12,2025,3836017.16,690483.09,Filed,0,170478.35,MSME_041872725
01,2026,3968510.13,714331.82,Filed,0,226355.85,MSME_041872725
02,2026,4193248.59,754784.75,Filed,0,165475.09,MSME_041872725
03,2026,4304771.9,774858.94,Filed,0,293302.62,MSME_041872725
04,2026,4385631.09,789413.6,Filed,0,301851.57,MSME_041872725
05,2026,4162586.82,749265.63,Filed,0,275561.28,MSME_041872725
06,2026,4361428.84,785057.19,Filed,0,153472.75,MSME_041872725
07,2024,916768.08,165018.26,Filed,0,53494.44,MSME_238114832
08,2024,951859.66,171334.74,Filed,0,42803.53,MSME_238114832
09,2024,934785.54,168261.4,Filed,0,57423.52,MSME_238114832
10,2024,977908.14,176023.46,Filed,0,68862.63,MSME_238114832
11,2024,907740.54,163393.3,Filed,0,48231.46,MSME_238114832
12,2024,902152.78,162387.5,Filed,0,47265.31,MSME_238114832
01,2025,988665.49,177959.79,Filed,0,58296.23,MSME_238114832
02,2025,990110.47,178219.88,Filed,0,66119.37,MSME_238114832
03,2025,1086358.63,195544.55,Filed,0,64515.59,MSME_238114832
04,2025,1056386.61,190149.59,Filed,0,43287.01,MSME_238114832
05,2025,1016332.33,182939.82,Filed,15,49872.7,MSME_238114832
06,2025,1043695.89,187865.26,Filed,0,54954.34,MSME_238114832
07,2025,1028533.53,185136.04,Filed,0,52687.75,MSME_238114832
08,2025,1097468.17,197544.27,Filed,0,33285.54,MSME_238114832
09,2025,1120765.38,201737.77,Filed,0,24580.24,MSME_238114832
10,2025,986301.75,177534.32,Filed,0,35298.69,MSME_238114832
11,2025,1103265.79,198587.84,Filed,0,69756.18,MSME_238114832
12,2025,1040285.21,187251.34,Filed,28,20210.47,MSME_238114832
01,2026,1069927.36,192586.92,Filed,0,32577.7,MSME_238114832
02,2026,1109347.45,199682.54,Filed,0,29780.32,MSME_238114832
03,2026,1062373.27,191227.19,Filed,0,43643.77,MSME_238114832
04,2026,1031584.94,185685.29,Filed,0,48564.37,MSME_238114832
05,2026,1154101.85,207738.33,Filed,0,38263.01,MSME_238114832
06,2026,1137453.34,204741.6,Filed,0,43527.39,MSME_238114832
07,2024,3610045.04,649808.11,Filed,0,197418.11,MSME_337167396
08,2024,3734057.15,672130.29,Filed,0,251760.52,MSME_337167396
09,2024,3461734.46,623112.2,Filed,0,147364.28,MSME_337167396
10,2024,3691562.24,664481.2,Filed,0,261711.92,MSME_337167396
11,2024,3595457.64,647182.38,Filed,15,193673.69,MSME_337167396
12,2024,3640570.64,655302.72,Filed,0,212207.47,MSME_337167396
01,2025,3601759.37,648316.69,Filed,0,198738.73,MSME_337167396
02,2025,3783042.7,680947.69,Filed,0,191318.71,MSME_337167396
03,2025,4119375.72,741487.63,Filed,21,257197.02,MSME_337167396
04,2025,3535329.08,636359.23,Filed,0,167812.48,MSME_337167396
05,2025,3931264.72,707627.65,Filed,0,100346.56,MSME_337167396
06,2025,3626099.78,652697.96,Filed,0,99692.16,MSME_337167396
07,2025,3798455.66,683722.02,Filed,0,154095.58,MSME_337167396
08,2025,3600154.68,648027.84,Filed,0,109788.18,MSME_337167396
09,2025,3664872.29,659677.01,Filed,0,223000.91,MSME_337167396
10,2025,3838979.55,691016.32,Filed,0,88976.1,MSME_337167396
11,2025,3848880.96,692798.57,Filed,0,110673.08,MSME_337167396
12,2025,3873969.42,697314.49,Filed,0,253005.26,MSME_337167396
01,2026,4122808.67,742105.56,Filed,0,265051.89,MSME_337167396
02,2026,3949291.29,710872.43,Filed,0,267833.74,MSME_337167396
03,2026,4028815.89,725186.86,Filed,0,285377.85,MSME_337167396
04,2026,4103642.46,738655.64,Filed,0,219224.49,MSME_337167396
05,2026,3973875.03,715297.51,Filed,0,101352.13,MSME_337167396
06,2026,4064353.65,731583.66,Filed,0,122399.59,MSME_337167396
07,2024,4527936.65,815028.6,Filed,0,186118.35,MSME_867900215
08,2024,4602269.57,828408.52,Filed,0,246779.76,MSME_867900215
09,2024,4845428.44,872177.12,Filed,0,310779.89,MSME_867900215
10,2024,4484901.01,807282.18,Filed,0,222590.66,MSME_867900215
11,2024,4386764.73,789617.65,Filed,0,227333.49,MSME_867900215
12,2024,5049860.81,908974.95,Filed,0,291646.38,MSME_867900215
01,2025,4537469.03,816744.43,Filed,0,198232.74,MSME_867900215
02,2025,4851054.76,873189.86,Filed,0,189436.36,MSME_867900215
03,2025,4960439.11,892879.04,Filed,0,249397.98,MSME_867900215
04,2025,5092963.41,916733.41,Filed,0,124391.77,MSME_867900215
05,2025,4574583.95,823425.11,Filed,0,208006.44,MSME_867900215
06,2025,5145217.66,926139.18,Filed,0,139278.92,MSME_867900215
07,2025,4574824.97,823468.49,Filed,0,224305.34,MSME_867900215
08,2025,4858238.37,874482.91,Filed,0,272556.15,MSME_867900215
09,2025,4774553.49,859419.63,Filed,0,326236.14,MSME_867900215
10,2025,5331966.69,959754.0,Filed,0,194555.86,MSME_867900215
11,2025,5414170.23,974550.64,Filed,0,325026.61,MSME_867900215
12,2025,5111506.87,920071.24,Filed,0,143509.58,MSME_867900215
01,2026,5005896.42,901061.36,Filed,0,258127.45,MSME_867900215
02,2026,5407126.16,973282.71,Filed,0,277166.87,MSME_867900215
03,2026,5055391.53,909970.47,Filed,0,133352.58,MSME_867900215
04,2026,5210033.49,937806.03,Filed,0,131596.5,MSME_867900215
05,2026,5463244.44,983384.0,Filed,0,319305.61,MSME_867900215
06,2026,5278883.05,950198.95,Filed,0,295367.39,MSME_867900215
07,2024,1056703.14,190206.56,Filed,0,68905.6,MSME_877019536
08,2024,1220807.32,219745.32,Filed,0,37312.31,MSME_877019536
09,2024,1127794.02,203002.92,Filed,0,70609.05,MSME_877019536
10,2024,1075393.92,193570.91,Filed,0,31290.63,MSME_877019536
11,2024,1098658.88,197758.6,Filed,0,67896.48,MSME_877019536
12,2024,1141071.79,205392.92,Filed,0,30346.44,MSME_877019536
01,2025,1233080.07,221954.41,Filed,0,76482.87,MSME_877019536
02,2025,1195767.83,215238.21,Filed,0,69563.93,MSME_877019536
03,2025,1161750.08,209115.01,Filed,0,66135.51,MSME_877019536
04,2025,1105473.6,198985.25,Filed,0,50478.78,MSME_877019536
05,2025,1233679.41,222062.29,Filed,0,70716.76,MSME_877019536
06,2025,1218878.08,219398.06,Filed,0,50067.89,MSME_877019536
07,2025,1207357.66,217324.38,Filed,0,46459.69,MSME_877019536
08,2025,1282709.03,230887.63,Filed,0,44726.66,MSME_877019536
09,2025,1165455.18,209781.93,Late,44,22482.26,MSME_877019536
10,2025,1282876.01,230917.68,Filed,0,66268.64,MSME_877019536
11,2025,1405281.33,252950.64,Filed,3,65607.12,MSME_877019536
12,2025,1226008.36,220681.51,Filed,0,31102.86,MSME_877019536
01,2026,1375236.28,247542.53,Filed,0,46169.38,MSME_877019536
02,2026,1312701.39,236286.25,Filed,0,92891.14,MSME_877019536
03,2026,1261272.33,227029.02,Filed,0,61190.52,MSME_877019536
04,2026,1370443.49,246679.83,Filed,0,36168.95,MSME_877019536
05,2026,1365836.72,245850.61,Filed,0,61133.66,MSME_877019536
06,2026,1345579.94,242204.39,Filed,0,52249.75,MSME_877019536
07,2024,3997690.41,719584.27,Filed,0,121364.92,MSME_119934502
08,2024,4180742.21,752533.6,Filed,0,159768.67,MSME_119934502
09,2024,4038227.91,726881.02,Filed,0,214522.49,MSME_119934502
10,2024,3991890.23,718540.24,Filed,0,107869.54,MSME_119934502
11,2024,3664023.78,659524.28,Filed,0,214777.99,MSME_119934502
12,2024,4125037.78,742506.8,Filed,0,211816.86,MSME_119934502
01,2025,3689044.47,664028.0,Filed,11,239459.58,MSME_119934502
02,2025,3905604.11,703008.74,Filed,0,238813.49,MSME_119934502
03,2025,4117963.52,741233.43,Filed,0,271101.0,MSME_119934502
04,2025,4407902.84,793422.51,Filed,0,217550.39,MSME_119934502
05,2025,4028723.9,725170.3,Filed,0,91338.79,MSME_119934502
06,2025,4149946.16,746990.31,Filed,0,123791.2,MSME_119934502
07,2025,4254897.66,765881.58,Filed,0,95585.42,MSME_119934502
08,2025,4461823.04,803128.15,Filed,0,181342.42,MSME_119934502
09,2025,4483973.04,807115.15,Filed,0,310779.98,MSME_119934502
10,2025,4331827.32,779728.92,Filed,0,80361.65,MSME_119934502
11,2025,4446487.33,800367.72,Filed,16,287059.92,MSME_119934502
12,2025,4088660.43,735958.88,Filed,0,77967.82,MSME_119934502
01,2026,4277397.42,769931.54,Filed,0,120089.43,MSME_119934502
02,2026,4745418.63,854175.35,Filed,0,300091.9,MSME_119934502
03,2026,4676800.79,841824.14,Filed,0,148494.3,MSME_119934502
04,2026,4775791.08,859642.39,Filed,6,121890.18,MSME_119934502
05,2026,4786278.65,861530.16,Filed,0,125546.2,MSME_119934502
06,2026,4853698.12,873665.66,Filed,0,223588.93,MSME_119934502
07,2024,1242517.03,223653.07,Filed,0,46112.43,MSME_680972097
08,2024,1623501.59,292230.29,Filed,12,80433.63,MSME_680972097
09,2024,1181168.18,212610.27,Filed,4,30630.61,MSME_680972097
10,2024,1397220.86,251499.75,Filed,0,88874.34,MSME_680972097
11,2024,1404295.04,252773.11,Filed,0,74594.1,MSME_680972097
12,2024,1152080.31,207374.46,Filed,0,69093.2,MSME_680972097
01,2025,838803.24,150984.58,Filed,16,48971.02,MSME_680972097
02,2025,955920.64,172065.72,Late,38,20738.22,MSME_680972097
03,2025,1127296.75,202913.42,Filed,2,47122.05,MSME_680972097
04,2025,1277601.38,229968.25,Filed,7,48953.12,MSME_680972097
05,2025,1263315.54,227396.8,Filed,0,85900.94,MSME_680972097
06,2025,1395087.19,251115.69,Filed,0,38360.13,MSME_680972097
07,2025,1342189.73,241594.15,Filed,0,36498.54,MSME_680972097
08,2025,1415656.11,254818.1,Filed,0,78027.59,MSME_680972097
09,2025,1543858.01,277894.44,Filed,0,90126.24,MSME_680972097
10,2025,1227845.88,221012.26,Filed,0,40386.45,MSME_680972097
11,2025,1099008.49,197821.53,Filed,29,66444.58,MSME_680972097
12,2025,1448085.72,260655.43,Late,39,69071.11,MSME_680972097
01,2026,1185545.34,213398.16,Filed,0,41865.91,MSME_680972097
02,2026,1248897.43,224801.54,Filed,0,81169.76,MSME_680972097
03,2026,948006.12,170641.1,Filed,27,39345.49,MSME_680972097
04,2026,1584779.64,285260.33,Filed,0,78894.32,MSME_680972097
05,2026,1485553.54,267399.64,Late,41,59687.0,MSME_680972097
06,2026,1133988.79,204117.98,Filed,0,62495.35,MSME_680972097
07,2024,3895131.26,701123.63,Filed,0,119670.16,MSME_466644817
08,2024,3975345.94,715562.27,Filed,0,102985.64,MSME_466644817
09,2024,4128588.69,743145.96,Filed,0,233380.72,MSME_466644817
10,2024,3837871.3,690816.83,Filed,0,125680.87,MSME_466644817
11,2024,4106409.84,739153.77,Filed,0,167677.36,MSME_466644817
12,2024,3771641.23,678895.42,Filed,0,89273.03,MSME_466644817
01,2025,4220603.64,759708.65,Filed,0,98529.4,MSME_466644817
02,2025,4143539.74,745837.15,Filed,0,149536.0,MSME_466644817
03,2025,3984173.65,717151.26,Filed,0,142993.52,MSME_466644817
04,2025,4126786.16,742821.51,Late,38,167964.56,MSME_466644817
05,2025,3890187.94,700233.83,Filed,0,251529.99,MSME_466644817
06,2025,4201497.55,756269.56,Filed,0,128445.85,MSME_466644817
07,2025,4034735.46,726252.38,Filed,0,98700.48,MSME_466644817
08,2025,4298803.23,773784.58,Filed,0,164018.83,MSME_466644817
09,2025,3887300.8,699714.14,Filed,8,190689.89,MSME_466644817
10,2025,4237101.69,762678.3,Filed,0,216060.77,MSME_466644817
11,2025,4064198.36,731555.71,Filed,0,127375.74,MSME_466644817
12,2025,4375148.43,787526.72,Filed,0,179416.43,MSME_466644817
01,2026,4466817.58,804027.16,Filed,0,274939.71,MSME_466644817
02,2026,4782509.4,860851.69,Filed,0,188357.24,MSME_466644817
03,2026,4492194.82,808595.07,Filed,0,165694.41,MSME_466644817
04,2026,4247534.08,764556.13,Filed,0,294281.45,MSME_466644817
05,2026,4070959.65,732772.74,Filed,0,120121.13,MSME_466644817
06,2026,4658368.49,838506.33,Filed,0,295265.56,MSME_466644817
07,2024,2856501.31,514170.24,Filed,0,113564.78,MSME_885123157
08,2024,3708071.12,667452.8,Filed,0,226473.76,MSME_885123157
09,2024,3536013.68,636482.46,Late,38,143045.07,MSME_885123157
10,2024,4020618.3,723711.29,Filed,0,120153.47,MSME_885123157
11,2024,3405546.42,612998.35,Filed,0,185174.15,MSME_885123157
12,2024,4557562.71,820361.29,Filed,0,306551.76,MSME_885123157
01,2025,4128429.6,743117.33,Filed,0,245640.68,MSME_885123157
02,2025,3885107.12,699319.28,Filed,0,245899.54,MSME_885123157
03,2025,3731397.4,671651.53,Filed,0,183656.12,MSME_885123157
04,2025,3885897.76,699461.6,Late,32,75603.04,MSME_885123157
05,2025,3999288.73,719871.97,Filed,0,88755.59,MSME_885123157
06,2025,4212176.01,758191.68,Filed,0,92469.24,MSME_885123157
07,2025,4693304.99,844794.9,Late,42,107104.95,MSME_885123157
08,2025,4030312.48,725456.25,Filed,0,95928.96,MSME_885123157
09,2025,3610375.11,649867.52,Filed,0,152722.14,MSME_885123157
10,2025,4513228.97,812381.21,Filed,0,98297.13,MSME_885123157
11,2025,4354912.76,783884.3,Filed,0,96626.54,MSME_885123157
12,2025,5457709.0,982387.62,Filed,6,155896.57,MSME_885123157
01,2026,4505843.25,811051.78,Filed,0,188952.78,MSME_885123157
02,2026,4745235.05,854142.31,Filed,0,205993.08,MSME_885123157
03,2026,4078089.3,734056.07,Filed,27,235044.4,MSME_885123157
04,2026,4519780.72,813560.53,Filed,0,220041.27,MSME_885123157
05,2026,4287241.72,771703.51,Filed,9,241441.91,MSME_885123157
06,2026,4672119.17,840981.45,Filed,0,134811.04,MSME_885123157
07,2024,2520607.07,453709.27,Filed,0,63738.06,MSME_230053650
08,2024,2831073.19,509593.17,Filed,0,117355.98,MSME_230053650
09,2024,2629354.77,473283.86,Filed,0,89242.65,MSME_230053650
10,2024,2884822.64,519268.08,Filed,0,101165.8,MSME_230053650
11,2024,2594538.27,467016.89,Filed,0,121169.66,MSME_230053650
12,2024,2663994.34,479518.98,Filed,0,73364.33,MSME_230053650
01,2025,2973230.26,535181.45,Filed,0,78815.99,MSME_230053650
02,2025,2837945.25,510830.15,Filed,0,185303.31,MSME_230053650
03,2025,2997622.24,539572.0,Filed,0,180266.46,MSME_230053650
04,2025,2933725.36,528070.56,Filed,0,187137.77,MSME_230053650
05,2025,2970616.41,534710.95,Filed,0,66706.81,MSME_230053650
06,2025,2896126.38,521302.75,Filed,0,111320.51,MSME_230053650
07,2025,2973535.44,535236.38,Filed,0,90732.16,MSME_230053650
08,2025,3091210.22,556417.84,Filed,0,153766.23,MSME_230053650
09,2025,2865577.84,515804.01,Filed,0,175634.56,MSME_230053650
10,2025,2998307.57,539695.36,Filed,0,200164.77,MSME_230053650
11,2025,2907626.39,523372.75,Filed,0,203675.31,MSME_230053650
12,2025,3147239.66,566503.14,Filed,0,220502.34,MSME_230053650
01,2026,3235321.78,582357.92,Filed,0,145878.71,MSME_230053650
02,2026,3215551.24,578799.22,Filed,0,149451.5,MSME_230053650
03,2026,3215317.15,578757.09,Filed,0,230834.7,MSME_230053650
04,2026,2920873.94,525757.31,Filed,0,136408.47,MSME_230053650
05,2026,3318703.85,597366.69,Filed,0,148354.26,MSME_230053650
06,2026,3200451.26,576081.23,Filed,0,184177.07,MSME_230053650
07,2024,4844408.12,871993.46,Filed,0,91777.3,MSME_648737137
08,2024,5037649.3,906776.87,Filed,27,326984.36,MSME_648737137
09,2024,3133101.11,563958.2,Filed,0,183318.54,MSME_648737137
10,2024,4082812.26,734906.21,Filed,4,102853.56,MSME_648737137
11,2024,4659447.89,838700.62,Filed,16,162395.25,MSME_648737137
12,2024,3428877.37,617197.93,Filed,0,151827.79,MSME_648737137
01,2025,4630755.59,833536.01,Filed,0,283985.77,MSME_648737137
02,2025,5327552.99,958959.54,Filed,24,229766.99,MSME_648737137
03,2025,4708924.33,847606.38,Filed,0,206832.87,MSME_648737137
04,2025,4137491.39,744748.45,Filed,0,221712.95,MSME_648737137
05,2025,2874949.11,517490.84,Filed,0,73229.0,MSME_648737137
06,2025,3894353.44,700983.62,Filed,23,86599.78,MSME_648737137
07,2025,4339845.93,781172.27,Filed,0,165493.68,MSME_648737137
08,2025,4741750.38,853515.07,Filed,0,243201.42,MSME_648737137
09,2025,3745073.31,674113.2,Late,32,88351.23,MSME_648737137
10,2025,4158421.46,748515.86,Filed,0,267021.15,MSME_648737137
11,2025,3843452.11,691821.38,Filed,0,250382.79,MSME_648737137
12,2025,5236991.85,942658.53,Filed,0,298310.09,MSME_648737137
01,2026,4372508.11,787051.46,Filed,15,275324.65,MSME_648737137
02,2026,3041073.84,547393.29,Late,43,99285.71,MSME_648737137
03,2026,3941837.45,709530.74,Filed,25,231273.89,MSME_648737137
04,2026,4507983.99,811437.12,Filed,22,293159.35,MSME_648737137
05,2026,3946091.17,710296.41,Filed,0,242473.46,MSME_648737137
06,2026,4629412.99,833294.34,Filed,6,322319.83,MSME_648737137
07,2024,1906684.18,343203.15,Filed,0,94911.57,MSME_886018869
08,2024,1785510.03,321391.8,Late,35,66542.96,MSME_886018869
09,2024,2017308.25,363115.49,Filed,0,60447.42,MSME_886018869
10,2024,1813617.22,326451.1,Filed,21,45474.27,MSME_886018869
11,2024,1995445.34,359180.16,Filed,16,46962.73,MSME_886018869
12,2024,1772318.16,319017.27,Late,33,80768.27,MSME_886018869
01,2025,2179068.66,392232.36,Filed,14,149582.66,MSME_886018869
02,2025,1707776.98,307399.86,Filed,0,53055.35,MSME_886018869
03,2025,1545473.17,278185.17,Filed,19,105919.04,MSME_886018869
04,2025,1640674.17,295321.35,Filed,9,55877.29,MSME_886018869
05,2025,2033980.9,366116.56,Filed,0,105741.98,MSME_886018869
06,2025,1743067.98,313752.24,Late,43,95372.9,MSME_886018869
07,2025,1648614.55,296750.62,Filed,22,43932.85,MSME_886018869
08,2025,1613880.04,290498.41,Late,31,78699.32,MSME_886018869
09,2025,1574872.95,283477.13,Filed,28,63447.77,MSME_886018869
10,2025,1984400.6,357192.11,Filed,12,136628.99,MSME_886018869
11,2025,1601250.45,288225.08,Filed,0,56854.56,MSME_886018869
12,2025,1545363.91,278165.5,Filed,2,91161.92,MSME_886018869
01,2026,1393601.43,250848.26,Late,39,81580.9,MSME_886018869
02,2026,1492375.7,268627.63,Filed,0,35252.06,MSME_886018869
03,2026,1629527.19,293314.89,Late,39,43101.31,MSME_886018869
