month,year,total_inflow_volume_inr,inflow_transaction_count,average_ticket_size_inr,total_outflow_volume_inr,outflow_transaction_count,unique_counterparties_in,failed_transaction_rate_pct,business_id
12,2025,3710590.07,293,12664.13,2270579.27,294,140,1.58,MSME_170699942
01,2026,3482769.6,238,14633.49,2530069.49,273,108,0.85,MSME_170699942
02,2026,4808984.91,1059,4541.06,3175081.27,953,557,2.66,MSME_170699942
03,2026,3382368.6,1309,2583.93,2080564.43,1204,650,2.4,MSME_170699942
04,2026,4543413.46,338,13442.05,3281344.32,317,235,2.25,MSME_170699942
05,2026,4725555.9,680,6949.35,3213840.04,662,312,0.48,MSME_170699942
06,2026,3583606.33,252,14220.66,1919031.75,233,113,1.33,MSME_170699942
07,2024,4138134.59,503,8226.91,2870533.16,450,306,1.35,MSME_532521498
08,2024,3684610.36,254,14506.34,2924604.02,219,123,1.32,MSME_532521498
09,2024,4162634.31,1341,3104.13,2717113.59,1205,544,1.74,MSME_532521498
10,2024,3703119.46,382,9694.03,2594995.19,356,215,2.28,MSME_532521498
11,2024,4245130.66,360,11792.03,3360260.63,349,192,0.77,MSME_532521498
12,2024,3642343.65,508,7169.97,2107073.28,443,290,0.9,MSME_532521498
01,2025,3320613.23,746,4451.22,2132631.69,739,265,1.56,MSME_532521498
02,2025,3683884.26,363,10148.44,2474290.63,345,245,1.91,MSME_532521498
03,2025,3456939.9,2380,1452.5,2215727.89,2620,1264,2.52,MSME_532521498
04,2025,3921307.22,319,12292.5,3045568.56,373,155,0.56,MSME_532521498
05,2025,3666013.4,4535,808.38,2487437.54,5245,2194,1.14,MSME_532521498
06,2025,3719005.52,699,5320.47,2566187.62,678,397,2.9,MSME_532521498
07,2025,3996854.22,495,8074.45,2636024.74,582,306,2.05,MSME_532521498
08,2025,3321173.98,403,8241.13,2344214.35,438,136,2.34,MSME_532521498
09,2025,5207780.12,654,7962.97,3053030.09,563,235,1.66,MSME_532521498
10,2025,3405654.77,385,8845.86,1996075.11,378,118,0.83,MSME_532521498
11,2025,4411503.2,298,14803.7,3097024.58,332,99,0.57,MSME_532521498
12,2025,5391967.11,1313,4106.6,3356287.55,1473,471,0.28,MSME_532521498
01,2026,4495650.96,521,8628.89,2488851.88,508,340,1.39,MSME_532521498
02,2026,3851493.34,454,8483.47,2816939.15,421,151,0.16,MSME_532521498
03,2026,4714750.15,1440,3274.13,2795408.98,1580,579,1.9,MSME_532521498
04,2026,3770338.32,266,14174.2,2113657.51,243,99,0.3,MSME_532521498
05,2026,3878029.08,466,8321.95,2572053.7,444,217,1.93,MSME_532521498
06,2026,4149186.23,426,9739.87,3180776.8,488,218,0.65,MSME_532521498
07,2024,2777891.33,270,10288.49,2058600.98,249,100,1.58,MSME_373071192
08,2024,3537287.12,2700,1310.11,1991470.62,2279,1096,2.02,MSME_373071192
09,2024,3022318.16,220,13737.81,2240664.0,189,96,2.62,MSME_373071192
10,2024,2723551.8,233,11689.06,1700300.29,250,116,1.4,MSME_373071192
11,2024,2828494.88,1706,1657.97,2021525.27,1523,1187,0.84,MSME_373071192
12,2024,2863098.5,267,10723.22,2140287.59,282,93,0.51,MSME_373071192
01,2025,2805097.69,190,14763.67,2090203.9,208,114,1.69,MSME_373071192
02,2025,3831201.41,309,12398.71,2245978.36,298,159,0.82,MSME_373071192
03,2025,3017363.43,1336,2258.51,2223648.33,1522,911,2.47,MSME_373071192
04,2025,3511173.34,713,4924.51,2232416.15,768,248,1.18,MSME_373071192
05,2025,2636145.43,394,6690.72,1515730.78,395,238,1.09,MSME_373071192
06,2025,3736770.87,283,13204.14,2573929.9,230,93,2.22,MSME_373071192
07,2025,2919125.64,1638,1782.13,2254810.93,1596,1049,1.95,MSME_373071192
08,2025,3406496.59,312,10918.26,2122301.6,368,176,2.06,MSME_373071192
09,2025,3399643.16,594,5723.3,2012443.52,619,331,0.23,MSME_373071192
10,2025,3415381.59,251,13607.1,2131272.62,275,149,0.64,MSME_373071192
11,2025,4009509.77,307,13060.29,2676735.99,326,101,0.35,MSME_373071192
12,2025,2992377.98,462,6477.01,1698566.17,532,204,1.88,MSME_373071192
01,2026,3550731.07,1188,2988.83,2680247.51,1287,366,2.79,MSME_373071192
02,2026,2872626.58,649,4426.24,2071890.98,579,324,0.24,MSME_373071192
03,2026,3466152.46,615,5636.02,2340915.11,674,402,2.53,MSME_373071192
04,2026,3473330.29,781,4447.29,2255944.48,806,472,2.05,MSME_373071192
05,2026,3335524.27,3725,895.44,2177436.52,3137,2355,0.34,MSME_373071192
06,2026,3532355.73,539,6553.54,1907373.8,541,320,1.4,MSME_373071192
07,2024,3828616.43,768,4985.18,2235287.79,913,409,1.72,MSME_492600411
08,2024,2214990.38,151,14668.81,1284479.86,169,98,1.36,MSME_492600411
09,2024,4505695.25,346,13022.24,3582928.17,308,157,2.19,MSME_492600411
10,2024,4549658.06,407,11178.52,3343024.82,410,167,0.82,MSME_492600411
11,2024,2681342.02,611,4388.45,1443264.81,685,276,0.54,MSME_492600411
12,2024,3128628.82,269,11630.59,1585389.89,237,105,0.83,MSME_492600411
01,2025,2143419.5,887,2416.48,1499655.6,982,343,0.55,MSME_492600411
02,2025,3246188.31,744,4363.16,1742448.7,786,301,0.86,MSME_492600411
03,2025,2466238.07,267,9236.85,1430354.48,237,129,0.61,MSME_492600411
04,2025,3563083.1,3658,974.05,2696740.39,2990,1630,1.0,MSME_492600411
05,2025,3859165.44,488,7908.13,2839281.64,572,194,2.74,MSME_492600411
06,2025,3965699.18,456,8696.71,2440891.85,414,290,0.98,MSME_492600411
07,2025,3918195.63,556,7047.11,2538231.4,517,177,1.13,MSME_492600411
08,2025,3510647.25,1993,1761.49,2168857.17,1767,1349,0.5,MSME_492600411
09,2025,3314203.63,250,13256.81,1826095.76,241,164,1.58,MSME_492600411
10,2025,3828119.95,2223,1722.05,2375765.16,1921,1528,2.51,MSME_492600411
11,2025,3284646.35,287,11444.76,2028623.51,291,94,0.32,MSME_492600411
12,2025,3797948.57,451,8421.17,2170479.9,491,198,2.21,MSME_492600411
01,2026,2822121.76,367,7689.71,1733017.58,359,189,0.52,MSME_492600411
02,2026,4735316.28,349,13568.24,3663373.91,393,149,0.94,MSME_492600411
03,2026,3289122.31,307,10713.75,1917409.01,258,158,1.79,MSME_492600411
04,2026,2719076.42,197,13802.42,1555351.25,174,82,0.47,MSME_492600411
05,2026,3613611.16,248,14571.01,2391033.71,256,139,1.02,MSME_492600411
06,2026,3341872.16,847,3945.54,2486429.01,810,499,0.28,MSME_492600411
07,2024,2999561.19,248,12095.0,2037221.89,287,123,1.94,MSME_225960209
08,2024,3448392.0,341,10112.59,2002762.84,283,200,1.6,MSME_225960209
09,2024,4055525.08,1110,3653.63,2734928.3,1233,744,0.15,MSME_225960209
10,2024,2645107.04,281,9413.19,2077833.7,293,124,0.63,MSME_225960209
11,2024,3707870.19,813,4560.73,2866226.46,929,247,1.41,MSME_225960209
12,2024,2927044.44,198,14783.05,1913565.41,191,73,0.67,MSME_225960209
01,2025,3405583.07,1825,1866.07,2212067.71,1841,1199,0.83,MSME_225960209
02,2025,3477837.99,5615,619.38,2760164.09,6331,1862,0.85,MSME_225960209
03,2025,3751101.41,363,10333.61,2141132.83,304,201,0.73,MSME_225960209
04,2025,2798277.51,1552,1803.01,1635797.32,1340,709,1.05,MSME_225960209
05,2025,3348108.31,715,4682.67,2434533.06,761,271,1.73,MSME_225960209
06,2025,2868435.79,366,7837.26,1839560.53,306,224,2.65,MSME_225960209
07,2025,2988246.79,497,6012.57,2223091.04,508,321,2.99,MSME_225960209
08,2025,3529407.19,1397,2526.42,1977603.43,1668,941,1.23,MSME_225960209
09,2025,3163463.21,263,12028.38,1700107.07,233,134,2.89,MSME_225960209
10,2025,3490932.83,903,3865.93,1866105.35,780,271,0.74,MSME_225960209
11,2025,3897914.43,278,14021.27,2258700.4,288,165,2.52,MSME_225960209
12,2025,3450878.16,288,11982.22,1860543.82,240,139,2.13,MSME_225960209
01,2026,4050481.78,567,7143.71,3195563.7,490,340,1.88,MSME_225960209
02,2026,3269876.69,270,12110.65,1861568.23,242,94,2.86,MSME_225960209
03,2026,4189575.52,533,7860.37,2931979.09,561,272,1.05,MSME_225960209
04,2026,3222707.58,1911,1686.4,1977090.83,2138,1318,0.86,MSME_225960209
05,2026,3933326.15,327,12028.52,2931775.82,330,181,2.59,MSME_225960209
06,2026,4051140.57,769,5268.06,3209448.3,711,384,1.4,MSME_225960209
07,2024,854871.11,120,7123.93,672020.78,138,52,0.86,MSME_604203833
08,2024,1182207.37,314,3764.99,736667.75,270,204,1.49,MSME_604203833
09,2024,893444.45,436,2049.18,497674.72,432,179,1.99,MSME_604203833
10,2024,1102353.95,97,11364.47,766699.19,96,42,2.14,MSME_604203833
11,2024,1113502.25,264,4217.81,664507.61,236,152,2.28,MSME_604203833
12,2024,990547.88,94,10537.74,771255.1,109,37,2.82,MSME_604203833
01,2025,1149921.22,126,9126.36,860614.34,132,77,1.66,MSME_604203833
02,2025,960859.05,83,11576.62,602511.94,92,25,2.92,MSME_604203833
03,2025,992329.66,68,14593.08,745380.7,65,43,1.03,MSME_604203833
04,2025,808176.3,103,7846.37,511936.01,103,36,1.61,MSME_604203833
05,2025,1029714.48,284,3625.76,563856.01,293,89,2.61,MSME_604203833
06,2025,984581.12,303,3249.44,622314.96,259,150,2.68,MSME_604203833
07,2025,946051.6,246,3845.74,519377.17,273,109,1.57,MSME_604203833
08,2025,941636.06,83,11345.01,541434.07,76,29,0.65,MSME_604203833
09,2025,1075273.01,108,9956.23,662505.05,102,68,0.76,MSME_604203833
10,2025,1157320.52,1050,1102.21,685577.79,945,472,2.59,MSME_604203833
11,2025,928807.13,63,14742.97,558702.92,71,28,1.32,MSME_604203833
12,2025,765222.97,342,2237.49,417190.74,311,214,1.58,MSME_604203833
01,2026,1024775.04,107,9577.34,758531.34,110,42,1.6,MSME_604203833
02,2026,928296.33,96,9669.75,496028.04,92,40,0.56,MSME_604203833
03,2026,871315.1,88,9901.31,627928.89,84,51,0.69,MSME_604203833
04,2026,737259.31,187,3942.56,584638.62,189,68,1.58,MSME_604203833
05,2026,787043.73,92,8554.82,548426.94,90,54,0.31,MSME_604203833
06,2026,885917.06,74,11971.85,664335.22,76,30,0.59,MSME_604203833
07,2024,791506.49,902,877.5,599895.93,955,619,0.66,MSME_072977068
08,2024,709554.93,51,13912.84,398383.32,45,27,2.84,MSME_072977068
09,2024,1156019.66,173,6682.19,792597.5,178,100,0.19,MSME_072977068
10,2024,1071655.09,105,10206.24,759452.13,103,71,2.52,MSME_072977068
11,2024,810791.83,112,7239.21,615983.88,120,40,1.2,MSME_072977068
12,2024,795932.35,113,7043.65,446684.62,101,66,0.57,MSME_072977068
01,2025,713282.98,63,11321.95,367212.21,74,33,2.42,MSME_072977068
02,2025,820939.07,80,10261.74,411149.4,67,28,1.15,MSME_072977068
03,2025,808314.08,60,13471.9,417266.07,65,29,2.46,MSME_072977068
04,2025,683934.39,81,8443.63,522775.81,83,50,0.62,MSME_072977068
05,2025,801953.95,238,3369.55,473132.99,282,78,1.66,MSME_072977068
06,2025,694705.22,219,3172.17,443117.67,233,143,2.53,MSME_072977068
07,2025,705458.77,83,8499.5,395581.78,84,37,0.21,MSME_072977068
08,2025,825960.76,129,6402.8,426539.01,124,62,0.64,MSME_072977068
09,2025,907013.23,125,7256.11,661864.41,119,80,2.19,MSME_072977068
10,2025,771445.57,51,15126.38,449231.85,41,29,1.15,MSME_072977068
11,2025,944287.41,73,12935.44,576679.61,67,25,1.58,MSME_072977068
12,2025,814141.77,1423,572.13,649885.67,1155,943,2.1,MSME_072977068
01,2026,967519.96,544,1778.53,645538.19,465,185,1.5,MSME_072977068
02,2026,710919.69,737,964.61,480719.97,683,222,2.96,MSME_072977068
03,2026,1128184.84,262,4306.05,893717.12,310,105,1.27,MSME_072977068
04,2026,637504.73,284,2244.73,504694.24,296,104,2.64,MSME_072977068
05,2026,573354.74,50,11467.09,343773.89,56,19,0.83,MSME_072977068
06,2026,821123.15,133,6173.86,536655.25,133,68,1.69,MSME_072977068
07,2024,2614433.85,299,8743.93,1445752.51,295,138,0.32,MSME_633609647
08,2024,2494898.13,217,11497.23,1951168.55,228,149,2.62,MSME_633609647
09,2024,2921492.79,1001,2918.57,1649853.7,825,492,1.86,MSME_633609647
10,2024,2378255.3,1179,2017.18,1717643.13,1003,427,1.55,MSME_633609647
11,2024,2876534.24,573,5020.13,2153967.14,660,385,0.71,MSME_633609647
12,2024,2493715.1,517,4823.43,1292106.88,467,283,1.92,MSME_633609647
01,2025,3280720.48,397,8263.78,2623938.36,401,180,0.71,MSME_633609647
02,2025,2695997.53,224,12035.7,1628456.81,237,149,2.43,MSME_633609647
03,2025,2918298.05,1388,2102.52,1479697.44,1206,469,0.79,MSME_633609647
04,2025,3692843.03,1599,2309.47,2928980.69,1298,699,2.94,MSME_633609647
05,2025,4085630.48,1778,2297.88,2210146.42,1762,981,1.19,MSME_633609647
06,2025,3210352.72,275,11674.01,1989265.77,239,148,2.43,MSME_633609647
07,2025,2969503.09,913,3252.47,1505512.15,1034,279,2.68,MSME_633609647
08,2025,3036276.86,3872,784.16,1902522.11,4459,1879,0.28,MSME_633609647
09,2025,3691498.73,655,5635.88,2648728.22,686,220,1.6,MSME_633609647
10,2025,3068014.16,421,7287.44,1999248.71,368,201,2.57,MSME_633609647
11,2025,3050127.83,240,12708.87,2053500.08,224,117,0.46,MSME_633609647
12,2025,2804005.63,214,13102.83,2095137.81,228,138,2.43,MSME_633609647
01,2026,3781527.79,2885,1310.75,2168279.81,3049,1434,0.78,MSME_633609647
02,2026,3064513.15,395,7758.26,2345392.63,443,151,2.16,MSME_633609647
03,2026,3993981.03,493,8101.38,2974073.13,418,241,1.72,MSME_633609647
04,2026,2908430.44,1830,1589.31,2157874.86,2133,871,2.18,MSME_633609647
05,2026,4358570.16,1193,3653.45,3350463.83,1213,635,0.9,MSME_633609647
06,2026,3990219.53,403,9901.29,2006770.83,462,135,1.68,MSME_633609647
07,2024,502412.73,94,5344.82,388062.59,78,58,2.67,MSME_556267223
08,2024,734391.36,207,3547.78,480165.12,188,89,2.68,MSME_556267223
09,2024,424315.37,122,3477.99,274377.49,116,52,2.96,MSME_556267223
10,2024,698171.55,57,12248.62,407748.97,59,27,2.39,MSME_556267223
11,2024,709956.16,67,10596.36,367830.12,73,33,1.22,MSME_556267223
12,2024,628756.54,120,5239.64,428183.86,102,82,2.36,MSME_556267223
01,2025,722916.99,83,8709.84,389232.63,79,30,1.69,MSME_556267223
02,2025,745510.52,111,6716.31,507836.55,127,69,2.49,MSME_556267223
03,2025,481259.9,52,9255.0,325960.03,58,28,0.52,MSME_556267223
04,2025,574604.82,42,13681.07,390179.62,39,14,2.09,MSME_556267223
05,2025,642959.24,64,10046.24,444462.92,58,43,0.69,MSME_556267223
06,2025,479830.42,155,3095.68,355134.93,161,94,2.0,MSME_556267223
07,2025,579843.37,47,12337.09,337740.96,41,23,1.64,MSME_556267223
08,2025,594219.57,44,13504.99,456373.46,40,26,1.51,MSME_556267223
09,2025,468508.7,114,4109.73,373296.82,122,67,3.0,MSME_556267223
10,2025,603804.9,232,2602.61,394860.98,242,115,2.66,MSME_556267223
11,2025,516389.34,118,4376.18,327094.9,125,65,0.28,MSME_556267223
12,2025,799804.76,343,2331.79,575448.35,332,195,2.72,MSME_556267223
01,2026,724054.28,240,3016.89,428446.4,263,138,0.69,MSME_556267223
02,2026,812778.98,215,3780.37,430234.24,255,79,2.09,MSME_556267223
03,2026,623043.28,209,2981.07,313199.35,203,95,2.76,MSME_556267223
04,2026,788954.65,103,7659.75,440204.81,111,51,2.19,MSME_556267223
05,2026,464796.36,66,7042.37,270971.16,53,28,0.88,MSME_556267223
06,2026,648150.88,77,8417.54,489992.49,89,47,1.5,MSME_556267223
07,2024,2058683.5,148,13910.02,1319410.13,176,51,0.2,MSME_809295284
08,2024,1650680.57,113,14607.79,929097.55,128,43,0.41,MSME_809295284
09,2024,1721160.72,206,8355.15,1347894.57,183,121,1.22,MSME_809295284
10,2024,1416086.29,515,2749.68,1016577.02,498,179,1.64,MSME_809295284
11,2024,1892977.14,1063,1780.79,1381192.04,1018,659,1.85,MSME_809295284
12,2024,1854273.87,456,4066.39,1182308.05,497,278,2.04,MSME_809295284
01,2025,1711335.22,244,7013.67,1230500.88,203,165,0.44,MSME_809295284
02,2025,1634219.66,1091,1497.91,875993.31,1271,349,1.54,MSME_809295284
03,2025,1854043.04,159,11660.65,1177126.95,153,88,0.91,MSME_809295284
04,2025,1971395.65,426,4627.69,1513824.46,428,271,0.55,MSME_809295284
05,2025,1490049.3,143,10419.93,1137878.45,127,69,2.36,MSME_809295284
06,2025,2240456.37,215,10420.73,1130366.0,229,139,2.81,MSME_809295284
07,2025,2119808.11,358,5921.25,1432331.03,419,133,2.51,MSME_809295284
08,2025,2203177.56,1206,1826.85,1123276.42,1413,363,0.62,MSME_809295284
09,2025,1550256.7,346,4480.51,858287.22,279,165,2.57,MSME_809295284
10,2025,1634667.26,381,4290.47,834394.83,379,138,0.63,MSME_809295284
11,2025,1679682.95,191,8794.15,1031860.15,176,76,2.02,MSME_809295284
12,2025,1990204.11,1416,1405.51,1547058.22,1442,502,2.68,MSME_809295284
01,2026,1982071.9,150,13213.81,1442503.82,152,104,0.54,MSME_809295284
02,2026,2156687.4,659,3272.67,1405244.08,590,270,1.51,MSME_809295284
03,2026,1837478.16,518,3547.26,1377095.86,530,343,1.95,MSME_809295284
04,2026,1927389.4,173,11140.98,1151776.05,187,87,0.1,MSME_809295284
05,2026,1984356.19,141,14073.45,1028083.72,136,56,2.17,MSME_809295284
06,2026,2059815.65,791,2604.07,1515492.37,695,394,2.54,MSME_809295284
07,2024,1296925.0,185,7010.41,852786.66,207,121,2.94,MSME_817392038
08,2024,1638874.77,173,9473.26,1245356.6,178,99,2.92,MSME_817392038
09,2024,1590240.24,643,2473.16,942085.18,641,327,2.79,MSME_817392038
10,2024,1374537.26,109,12610.43,709444.29,110,65,1.9,MSME_817392038
11,2024,1521796.16,1428,1065.68,949450.33,1568,552,1.66,MSME_817392038
12,2024,1352341.95,386,3503.48,921415.58,410,183,1.57,MSME_817392038
01,2025,1336359.28,268,4986.42,983718.94,249,166,1.69,MSME_817392038
02,2025,1425720.04,147,9698.78,1060171.32,129,102,0.11,MSME_817392038
03,2025,1693186.78,1601,1057.58,1223008.27,1713,494,2.41,MSME_817392038
04,2025,1152612.13,124,9295.26,873178.11,128,86,1.08,MSME_817392038
05,2025,1884005.12,155,12154.87,1373175.83,148,58,2.33,MSME_817392038
06,2025,1613109.59,247,6530.81,1156557.95,231,136,0.63,MSME_817392038
07,2025,1247749.31,92,13562.49,841590.4,104,55,1.65,MSME_817392038
08,2025,1534117.4,125,12272.94,1042437.71,120,64,1.2,MSME_817392038
09,2025,1648298.06,504,3270.43,1180851.38,595,288,0.57,MSME_817392038
10,2025,1746043.79,133,13128.15,1207816.87,146,91,2.43,MSME_817392038
11,2025,1413222.52,204,6927.56,1120037.29,190,80,2.53,MSME_817392038
12,2025,1250555.63,88,14210.86,927835.58,81,41,0.19,MSME_817392038
01,2026,1821324.17,192,9486.06,1222670.73,201,132,2.87,MSME_817392038
02,2026,1309699.43,102,12840.19,690744.65,112,67,2.39,MSME_817392038
03,2026,1301608.92,538,2419.35,910204.95,617,213,2.87,MSME_817392038
04,2026,1381788.54,303,4560.36,695313.52,325,102,0.62,MSME_817392038
05,2026,1620090.82,1313,1233.88,1070655.06,1190,913,2.89,MSME_817392038
06,2026,1926094.42,148,13014.15,1248306.59,171,94,1.39,MSME_817392038
07,2024,790792.11,82,9643.81,503475.18,90,52,2.58,MSME_058934640
08,2024,717439.05,105,6832.75,392072.38,88,38,2.9,MSME_058934640
09,2024,777322.4,56,13880.76,567649.58,53,21,0.83,MSME_058934640
10,2024,700493.81,58,12077.48,504090.49,63,37,2.06,MSME_058934640
11,2024,938148.32,64,14658.57,655622.49,68,33,1.14,MSME_058934640
12,2024,738689.11,179,4126.75,478891.71,189,63,1.71,MSME_058934640
01,2025,897400.41,114,7871.93,625699.47,113,73,1.51,MSME_058934640
02,2025,760521.88,233,3264.04,483475.07,208,77,0.97,MSME_058934640
03,2025,905733.47,71,12756.81,608453.06,81,26,1.33,MSME_058934640
04,2025,895924.07,101,8870.54,696576.57,93,49,1.53,MSME_058934640
05,2025,723916.53,1424,508.37,525820.03,1474,531,2.79,MSME_058934640
06,2025,827212.54,355,2330.18,447413.62,386,227,2.16,MSME_058934640
07,2025,675335.74,61,11071.08,453593.86,65,29,2.24,MSME_058934640
08,2025,708921.58,62,11434.22,499348.22,53,33,0.47,MSME_058934640
09,2025,721393.87,94,7674.4,427190.47,87,33,0.25,MSME_058934640
10,2025,648874.62,110,5898.86,404677.41,101,61,1.86,MSME_058934640
11,2025,615059.7,162,3796.66,331597.25,134,65,0.12,MSME_058934640
12,2025,830950.55,273,3043.77,448746.36,286,97,2.46,MSME_058934640
01,2026,673769.83,93,7244.84,425754.2,109,31,2.13,MSME_058934640
02,2026,684831.78,59,11607.32,381984.94,61,22,2.15,MSME_058934640
03,2026,637033.75,136,4684.07,378897.89,136,67,0.65,MSME_058934640
04,2026,597996.46,126,4746.0,400922.12,132,49,2.38,MSME_058934640
05,2026,575303.7,43,13379.16,308080.82,46,29,2.21,MSME_058934640
06,2026,493180.63,490,1006.49,276641.23,463,158,1.74,MSME_058934640
07,2024,537396.11,47,11433.96,315100.05,37,16,0.34,MSME_714359180
08,2024,570757.75,40,14268.94,432431.08,46,23,0.59,MSME_714359180
09,2024,410792.2,529,776.54,218997.66,455,173,2.88,MSME_714359180
10,2024,563226.25,40,14080.66,370320.26,39,23,2.19,MSME_714359180
11,2024,586358.63,50,11727.17,459860.2,41,26,1.18,MSME_714359180
12,2024,531135.55,48,11065.32,337869.68,56,23,0.45,MSME_714359180
01,2025,455215.04,184,2473.99,358698.29,149,117,2.11,MSME_714359180
02,2025,381993.12,160,2387.46,300509.86,140,85,2.24,MSME_714359180
03,2025,525483.33,58,9060.06,275917.51,57,19,2.53,MSME_714359180
04,2025,476555.52,527,904.28,253661.58,455,166,0.4,MSME_714359180
05,2025,550029.9,138,3985.72,391307.1,123,94,2.62,MSME_714359180
06,2025,483878.56,36,13441.07,334320.52,39,21,1.15,MSME_714359180
07,2025,555036.84,321,1729.09,342198.48,308,104,1.29,MSME_714359180
08,2025,583009.9,65,8969.38,426405.13,72,24,2.84,MSME_714359180
09,2025,550251.36,65,8465.41,317127.83,53,33,2.97,MSME_714359180
10,2025,688456.22,908,758.21,463556.99,727,290,2.2,MSME_714359180
11,2025,569357.51,53,10742.59,342738.43,46,27,2.23,MSME_714359180
12,2025,641543.12,50,12830.86,490525.82,57,15,0.8,MSME_714359180
01,2026,469798.28,57,8242.08,291847.05,65,27,0.5,MSME_714359180
02,2026,682597.87,594,1149.15,369149.12,570,363,2.62,MSME_714359180
03,2026,689488.85,112,6156.15,520227.07,96,44,1.05,MSME_714359180
04,2026,627470.13,268,2341.31,371583.65,214,90,0.72,MSME_714359180
05,2026,671425.05,124,5414.72,519653.91,120,83,0.89,MSME_714359180
06,2026,514102.12,39,13182.11,368332.35,42,20,0.94,MSME_714359180
07,2024,1931170.18,172,11227.73,1145279.56,154,91,2.1,MSME_250043958
08,2024,1078829.1,1688,639.12,827453.88,1545,691,1.39,MSME_250043958
09,2024,2387972.99,310,7703.14,1400203.78,283,158,2.82,MSME_250043958
10,2024,1941130.12,240,8088.04,986836.66,195,108,1.23,MSME_250043958
11,2024,2285247.68,583,3919.81,1228887.73,477,190,1.9,MSME_250043958
12,2024,1791251.88,197,9092.65,916662.67,181,89,1.9,MSME_250043958
01,2025,2555171.41,306,8350.23,1770030.03,305,147,2.68,MSME_250043958
02,2025,2326012.25,881,2640.2,1706706.19,1039,377,0.79,MSME_250043958
03,2025,2138296.79,290,7373.44,1512080.13,255,91,0.49,MSME_250043958
04,2025,2213917.02,537,4122.75,1431522.83,611,244,2.28,MSME_250043958
